"","name","image","thigh","shank","meta","toe","HH","eff"
"125","Sminthopsis_macroura",5,59.3446092508482,80.7018814631407,36.0473692813716,11.3373777380744,118.679354517875,0.637889125953182
"126","Spermophilopsis_leptodactylus",2.5,34.0080654139707,45.4121812940697,20.5779373245942,8.49034969739668,73.0061436797609,0.719319272549734
"127","Spermophilus_beldingi",5.5,73.9023135209765,107.393034122041,45.5586619322319,21.3710888974975,127.281293071119,0.500431322544122
"128","Spermophilus_citellus",5.5,125.831604407932,147.407195883125,60.6774419359501,28.3613478284668,220.162840919809,0.610475735134456
"129","Spermophilus_saturatus",5.5,66.297154855745,80.5579256570805,36.962811204554,12.9964593619605,104.312002701767,0.548600762654188
"130","Spermophilus_tereticaudus",5.5,90.9490809485714,110.904312275901,55.6816229559832,23.0280056228735,156.748114812008,0.553225231434565
"131","Spermophilus_tridecemlineatus",5,82.8943414024425,112.820997012388,55.623270523289,19.6800947551556,157.141349816399,0.575512318542232
"132","Spermophilus_undulatus",5.5,68.3468360526598,89.7134441837786,41.0952796810943,11.2108156972688,118.241349130414,0.573145152590244
"133","Sylvilagus_floridanus",5.5,72.648619347186,81.9070112133049,47.817879838873,15.4042688342687,137.014921090164,0.634362491685107
"134","Syncerus_caffer",5.5,59.5308161835211,71.6337002539817,46.3772311675004,13.0976846563776,169.661326261591,0.891340604246589
"135","Tamias_amoenus",5.5,53.9527029724166,77.8673101295522,40.133430778657,14.2185229014108,105.635866677016,0.560733024460914
"136","Tamias_minimus",5.5,62.6763721049593,90.7988805222188,46.4557405425641,15.9122633677248,112.390697430163,0.507299353314283
"137","Tamias_striatus",5.5,77.4916069650012,102.219674768315,55.273636224142,19.7438455999554,132.654159437032,0.533743397703019
"138","Tamiasciurus_hudsonicus",5.5,97.081582342576,110.36150819308,63.9878144658082,23.0210314768044,157.307270833584,0.543007749642151
"139","Tapirus_bairdii",5,77.0892643949667,74.5579207269347,37.5563130611312,12.8471517771701,176.262359946974,0.886504692421253
"140","Taurotragus_oryx",5.5,73.9544406601422,87.9929873189642,63.5095420779352,12.635050579636,210.807028218432,0.882527324793463
"141","Urocyon_cinereoargenteus",6,70.2405548691352,65.9347879787491,42.1179039666384,10.0142203029534,156.289911266151,0.82162723259519
"142","Uromys_caudimaculatus",5.5,68.8433923176228,81.8741221130382,39.9114440219358,11.1104001521905,109.171627488408,0.52565669548844
"143","Ursus_americanus",5.5,89.2177263099248,80.0160984892208,23.0838354881628,16.5221773304882,185.434814347689,0.881305417063341
"144","Ursus_arctos",5.5,142.136204548425,167.112553651111,46.7392447048981,27.5596977878694,323.005916039163,0.852948230650257
"145","Ursus_maritimus",6,92.1343911239188,105.978896590318,31.8253428080427,18.8980385552652,194.181628491124,0.802723522351143
"146","Vulpes_vulpes",6,83.6246416059139,95.6935889763979,56.0143644285834,11.2405628124745,205.162422345541,0.832319427887711
"147","Zapus_hudsonius",5.5,60.3988636756297,78.6664459751993,41.4909084170912,11.409981374605,95.8179035803263,0.50399103989712
"148","Zapus_trinotatus",5.5,91.6405962771325,112.947831136741,70.2777072872531,20.78684848841,157.457639782617,0.529067007530148
"149","Zyzomys_argurus",5.5,65.9128254873219,83.389247895759,36.4855914231101,11.5451210090697,104.194293906883,0.527024730175692
